cuedc2_mid,cuedc2_rif,cuedc2_dig,cuedc2_par,cuedc2_erg
43.58091001915231,43.218173112268346,39.88036183320597,39.51201268157572,43.0453084926038
43.94448502000778,43.104351894854105,39.5767523754295,38.94458232054511,42.79669048244759
43.424425659500564,43.29205769402071,39.86878604392696,39.02598911016783,42.79964963274413
43.189130501461825,43.034137300888275,39.72261835922069,38.75929054974786,42.713925519336016
43.2049415293698,42.3996283958204,39.50823505684641,38.76530378655065,41.803502623763364
43.173435780369246,42.55011120932718,39.2963497113689,38.58445379706855,41.688616913034004
43.10317143843821,42.58963782086179,38.8780744822094,38.6718522202107,41.30581391163805
43.24872966848461,41.953408390318145,38.9963164571258,38.8865291704241,41.47678715143056
43.040571649686406,41.97524860493554,39.004980583474435,39.11824199255168,41.351985762192356
42.88925296993207,41.73422912964023,38.90807777552378,38.974290705044844,41.061054011810235
42.842235456820255,41.84880524745548,38.59701328475925,39.029343983947804,40.888396062590566
43.09704869632082,41.5912708989827,38.921533645575664,39.447236780926055,41.154559532576876
43.04858880636123,41.27382355962056,38.92905589798246,39.433513641266764,41.199419954658595
42.99459899150382,41.42011178568004,38.59310879687877,39.7096282098319,41.05251724965405
42.977597843739375,41.23535583132221,38.59097459506362,39.3785336800449,40.84689621264478
43.010705996754105,41.228492030607946,38.33267226673509,39.61634220955508,40.65088076001619
43.110143339722214,41.2644702938081,37.79692256841583,39.59404696291753,40.745542337333056
43.090221349082675,41.012734123162794,38.21070961203933,39.996277603959484,40.8946564612004
43.14962695593539,41.072205717816374,38.51467811322543,40.19785351708238,40.68201003340277
43.31316887570962,40.81648210679925,38.37457088990186,40.09685013344728,40.4802127425083
43.048366979339306,41.21423940466427,38.415949772831425,39.88660053760121,40.144903889982075
42.57001966780443,41.038725499771616,38.82678579065479,40.30788651135939,40.17928863069992
42.45249888743303,40.78215700834994,39.233316886987936,40.39636042898143,39.681406171853396
42.480442983464116,40.832151307868585,39.440808236743855,40.54469918531779,39.370714518911335
42.356496913468966,40.78574397094926,39.57200987720468,40.766646045648315,39.27308925476223
42.14072231414693,40.69531799386718,39.390327521402284,40.78774742245459,39.3446600887828
42.4252071800354,40.418661315804556,39.37098148733855,40.92282310945652,39.69698872687213
42.36482696370671,40.25299093516678,39.302005425932386,40.92092834117559,39.943367719191585
42.15078867435692,40.35418769414581,39.309275141229655,40.87282331033096,39.69163788270147
42.22919199437954,40.65011228289352,39.462363742485906,40.90599269394521,39.955169720920246
42.034123090933484,40.78041846367825,39.24846273520187,40.685410917553654,40.18975454543146
41.89720760720125,40.6383574312387,38.97191620003521,40.72020352234757,40.65840843179294
41.94821331474099,40.74917386233862,39.09980627020766,40.710051916160744,40.56670876645938
41.7449027855494,40.60633593706836,39.274409510854944,40.74136054652978,40.13957905531603
41.97434947845876,40.50784748285268,39.57820909141508,40.64924228253932,40.01667387938791
42.59368005985448,40.72214505707828,39.279201499572025,40.71233199268152,39.874912562575744
42.53336509745308,40.19136528688791,38.92063807779034,40.63996801826541,40.347620663549364
42.45821129039692,40.3294940298542,39.112007291294546,40.77958540877738,40.42443652609926
